# CBO's own STATUTORY TAX PARAMETER SCHEDULE, by calendar year, by vintage.
#
# Generated by scripts/fetch_cbo_tax_parameters.py. Do not hand-edit: rerun the
# script, which verifies each source file's SHA-256 against a pinned commit and
# re-checks the statutory identities before writing anything.
#
# Source of record: https://github.com/US-CBO/cbo-data at commit 284a95665f9f2f74ed1f482feb629b43fce323da (2026-06-12),
# file data/budget/tax_parameters/annual_cy_<edition>.csv, one edition per
# vintage. CBO publication 53724, "Tax Parameters and Effective Marginal Tax
# Rates". Public domain (17 U.S.C. 105).
#
# Transcribed VERBATIM - every variable CBO publishes, not a subset - so that
# the relationship between this file and the upstream one is checkable rather
# than asserted. Most of these series are wired to nothing today; see
# fiscal_model/cbo_tax_parameters.py for what reads which.
#
# Per-vintage provenance, including which vintages are an exact edition match
# and which are not, is in PROVENANCE.csv beside this file.
vintage,calendar_year,variable,value
cbo_feb_2024,2029,tp_pep_threshold_mfs,217250.0
cbo_feb_2024,2030,tp_pep_threshold_mfs,221500.0
cbo_feb_2024,2031,tp_pep_threshold_mfs,225900.0
cbo_feb_2024,2032,tp_pep_threshold_mfs,230400.0
cbo_feb_2024,2033,tp_pep_threshold_mfs,235000.0
cbo_feb_2024,2034,tp_pep_threshold_mfs,239700.0
cbo_feb_2024,2021,tp_pep_threshold_single,0.0
cbo_feb_2024,2022,tp_pep_threshold_single,0.0
cbo_feb_2024,2023,tp_pep_threshold_single,0.0
cbo_feb_2024,2024,tp_pep_threshold_single,0.0
cbo_feb_2024,2025,tp_pep_threshold_single,0.0
cbo_feb_2024,2026,tp_pep_threshold_single,341700.0
cbo_feb_2024,2027,tp_pep_threshold_single,348550.0
cbo_feb_2024,2028,tp_pep_threshold_single,355250.0
cbo_feb_2024,2029,tp_pep_threshold_single,362100.0
cbo_feb_2024,2030,tp_pep_threshold_single,369200.0
cbo_feb_2024,2031,tp_pep_threshold_single,376550.0
cbo_feb_2024,2032,tp_pep_threshold_single,384050.0
cbo_feb_2024,2033,tp_pep_threshold_single,391700.0
cbo_feb_2024,2034,tp_pep_threshold_single,399550.0
cbo_feb_2024,2021,tp_personal_exemption,0.0
cbo_feb_2024,2022,tp_personal_exemption,0.0
cbo_feb_2024,2023,tp_personal_exemption,0.0
cbo_feb_2024,2024,tp_personal_exemption,0.0
cbo_feb_2024,2025,tp_personal_exemption,0.0
cbo_feb_2024,2026,tp_personal_exemption,5300.0
cbo_feb_2024,2027,tp_personal_exemption,5450.0
cbo_feb_2024,2028,tp_personal_exemption,5550.0
cbo_feb_2024,2029,tp_personal_exemption,5650.0
cbo_feb_2024,2030,tp_personal_exemption,5750.0
cbo_feb_2024,2031,tp_personal_exemption,5850.0
cbo_feb_2024,2032,tp_personal_exemption,6000.0
cbo_feb_2024,2033,tp_personal_exemption,6100.0
cbo_feb_2024,2034,tp_personal_exemption,6250.0
cbo_feb_2024,2021,tp_rate_1,10.0
cbo_feb_2024,2022,tp_rate_1,10.0
cbo_feb_2024,2023,tp_rate_1,10.0
cbo_feb_2024,2024,tp_rate_1,10.0
cbo_feb_2024,2025,tp_rate_1,10.0
cbo_feb_2024,2026,tp_rate_1,10.0
cbo_feb_2024,2027,tp_rate_1,10.0
cbo_feb_2024,2028,tp_rate_1,10.0
cbo_feb_2024,2029,tp_rate_1,10.0
cbo_feb_2024,2030,tp_rate_1,10.0
cbo_feb_2024,2031,tp_rate_1,10.0
cbo_feb_2024,2032,tp_rate_1,10.0
cbo_feb_2024,2033,tp_rate_1,10.0
cbo_feb_2024,2034,tp_rate_1,10.0
cbo_feb_2024,2021,tp_rate_2,12.0
cbo_feb_2024,2022,tp_rate_2,12.0
cbo_feb_2024,2023,tp_rate_2,12.0
cbo_feb_2024,2024,tp_rate_2,12.0
cbo_feb_2024,2025,tp_rate_2,12.0
cbo_feb_2024,2026,tp_rate_2,15.0
cbo_feb_2024,2027,tp_rate_2,15.0
cbo_feb_2024,2028,tp_rate_2,15.0
cbo_feb_2024,2029,tp_rate_2,15.0
cbo_feb_2024,2030,tp_rate_2,15.0
cbo_feb_2024,2031,tp_rate_2,15.0
cbo_feb_2024,2032,tp_rate_2,15.0
cbo_feb_2024,2033,tp_rate_2,15.0
cbo_feb_2024,2034,tp_rate_2,15.0
cbo_feb_2024,2021,tp_rate_3,22.0
cbo_feb_2024,2022,tp_rate_3,22.0
cbo_feb_2024,2023,tp_rate_3,22.0
cbo_feb_2024,2024,tp_rate_3,22.0
cbo_feb_2024,2025,tp_rate_3,22.0
cbo_feb_2024,2026,tp_rate_3,25.0
cbo_feb_2024,2027,tp_rate_3,25.0
cbo_feb_2024,2028,tp_rate_3,25.0
cbo_feb_2024,2029,tp_rate_3,25.0
cbo_feb_2024,2030,tp_rate_3,25.0
cbo_feb_2024,2031,tp_rate_3,25.0
cbo_feb_2024,2032,tp_rate_3,25.0
cbo_feb_2024,2033,tp_rate_3,25.0
cbo_feb_2024,2034,tp_rate_3,25.0
cbo_feb_2024,2021,tp_rate_4,24.0
cbo_feb_2024,2022,tp_rate_4,24.0
cbo_feb_2024,2023,tp_rate_4,24.0
cbo_feb_2024,2024,tp_rate_4,24.0
cbo_feb_2024,2025,tp_rate_4,24.0
cbo_feb_2024,2026,tp_rate_4,28.0
cbo_feb_2024,2027,tp_rate_4,28.0
cbo_feb_2024,2028,tp_rate_4,28.0
cbo_feb_2024,2029,tp_rate_4,28.0
cbo_feb_2024,2030,tp_rate_4,28.0
cbo_feb_2024,2031,tp_rate_4,28.0
cbo_feb_2024,2032,tp_rate_4,28.0
cbo_feb_2024,2033,tp_rate_4,28.0
cbo_feb_2024,2034,tp_rate_4,28.0
cbo_feb_2024,2021,tp_rate_5,32.0
cbo_feb_2024,2022,tp_rate_5,32.0
cbo_feb_2024,2023,tp_rate_5,32.0
cbo_feb_2024,2024,tp_rate_5,32.0
cbo_feb_2024,2025,tp_rate_5,32.0
cbo_feb_2024,2026,tp_rate_5,33.0
cbo_feb_2024,2027,tp_rate_5,33.0
cbo_feb_2024,2028,tp_rate_5,33.0
cbo_feb_2024,2029,tp_rate_5,33.0
cbo_feb_2024,2030,tp_rate_5,33.0
cbo_feb_2024,2031,tp_rate_5,33.0
cbo_feb_2024,2032,tp_rate_5,33.0
cbo_feb_2024,2033,tp_rate_5,33.0
cbo_feb_2024,2034,tp_rate_5,33.0
cbo_feb_2024,2021,tp_rate_6,35.0
cbo_feb_2024,2022,tp_rate_6,35.0
cbo_feb_2024,2023,tp_rate_6,35.0
cbo_feb_2024,2024,tp_rate_6,35.0
cbo_feb_2024,2025,tp_rate_6,35.0
cbo_feb_2024,2026,tp_rate_6,35.0
cbo_feb_2024,2027,tp_rate_6,35.0
cbo_feb_2024,2028,tp_rate_6,35.0
cbo_feb_2024,2029,tp_rate_6,35.0
cbo_feb_2024,2030,tp_rate_6,35.0
cbo_feb_2024,2031,tp_rate_6,35.0
cbo_feb_2024,2032,tp_rate_6,35.0
cbo_feb_2024,2033,tp_rate_6,35.0
cbo_feb_2024,2034,tp_rate_6,35.0
cbo_feb_2024,2021,tp_rate_7,37.0
cbo_feb_2024,2022,tp_rate_7,37.0
cbo_feb_2024,2023,tp_rate_7,37.0
cbo_feb_2024,2024,tp_rate_7,37.0
cbo_feb_2024,2025,tp_rate_7,37.0
cbo_feb_2024,2026,tp_rate_7,39.6
cbo_feb_2024,2027,tp_rate_7,39.6
cbo_feb_2024,2028,tp_rate_7,39.6
cbo_feb_2024,2029,tp_rate_7,39.6
cbo_feb_2024,2030,tp_rate_7,39.6
cbo_feb_2024,2031,tp_rate_7,39.6
cbo_feb_2024,2032,tp_rate_7,39.6
cbo_feb_2024,2033,tp_rate_7,39.6
cbo_feb_2024,2034,tp_rate_7,39.6
cbo_feb_2024,2021,tp_ss_max_earnings,142800.0
cbo_feb_2024,2022,tp_ss_max_earnings,147000.0
cbo_feb_2024,2023,tp_ss_max_earnings,160200.0
cbo_feb_2024,2024,tp_ss_max_earnings,168600.0
cbo_feb_2024,2025,tp_ss_max_earnings,176100.0
cbo_feb_2024,2026,tp_ss_max_earnings,185100.0
cbo_feb_2024,2027,tp_ss_max_earnings,191400.0
cbo_feb_2024,2028,tp_ss_max_earnings,197700.0
cbo_feb_2024,2029,tp_ss_max_earnings,204300.0
cbo_feb_2024,2030,tp_ss_max_earnings,211500.0
cbo_feb_2024,2031,tp_ss_max_earnings,219000.0
cbo_feb_2024,2032,tp_ss_max_earnings,226500.0
cbo_feb_2024,2033,tp_ss_max_earnings,234000.0
cbo_feb_2024,2034,tp_ss_max_earnings,242100.0
cbo_feb_2024,2021,tp_std_deduction_dependent,1100.0
cbo_feb_2024,2022,tp_std_deduction_dependent,1150.0
cbo_feb_2024,2023,tp_std_deduction_dependent,1250.0
cbo_feb_2024,2024,tp_std_deduction_dependent,1300.0
cbo_feb_2024,2025,tp_std_deduction_dependent,1350.0
cbo_feb_2024,2026,tp_std_deduction_dependent,1350.0
cbo_feb_2024,2027,tp_std_deduction_dependent,1400.0
cbo_feb_2024,2028,tp_std_deduction_dependent,1400.0
cbo_feb_2024,2029,tp_std_deduction_dependent,1450.0
cbo_feb_2024,2030,tp_std_deduction_dependent,1500.0
cbo_feb_2024,2031,tp_std_deduction_dependent,1500.0
cbo_feb_2024,2032,tp_std_deduction_dependent,1550.0
cbo_feb_2024,2033,tp_std_deduction_dependent,1550.0
cbo_feb_2024,2034,tp_std_deduction_dependent,1600.0
cbo_feb_2024,2021,tp_std_deduction_hoh,18800.0
cbo_feb_2024,2022,tp_std_deduction_hoh,19400.0
cbo_feb_2024,2023,tp_std_deduction_hoh,20800.0
cbo_feb_2024,2024,tp_std_deduction_hoh,21900.0
cbo_feb_2024,2025,tp_std_deduction_hoh,22600.0
cbo_feb_2024,2026,tp_std_deduction_hoh,12250.0
cbo_feb_2024,2027,tp_std_deduction_hoh,12450.0
cbo_feb_2024,2028,tp_std_deduction_hoh,12700.0
cbo_feb_2024,2029,tp_std_deduction_hoh,12950.0
cbo_feb_2024,2030,tp_std_deduction_hoh,13200.0
cbo_feb_2024,2031,tp_std_deduction_hoh,13500.0
cbo_feb_2024,2032,tp_std_deduction_hoh,13750.0
cbo_feb_2024,2033,tp_std_deduction_hoh,14000.0
cbo_feb_2024,2034,tp_std_deduction_hoh,14300.0
cbo_feb_2024,2021,tp_std_deduction_mfj,25100.0
cbo_feb_2024,2022,tp_std_deduction_mfj,25900.0
cbo_feb_2024,2023,tp_std_deduction_mfj,27700.0
cbo_feb_2024,2024,tp_std_deduction_mfj,29200.0
cbo_feb_2024,2025,tp_std_deduction_mfj,30100.0
cbo_feb_2024,2026,tp_std_deduction_mfj,16700.0
cbo_feb_2024,2027,tp_std_deduction_mfj,17000.0
cbo_feb_2024,2028,tp_std_deduction_mfj,17300.0
cbo_feb_2024,2029,tp_std_deduction_mfj,17700.0
cbo_feb_2024,2030,tp_std_deduction_mfj,18000.0
cbo_feb_2024,2031,tp_std_deduction_mfj,18400.0
cbo_feb_2024,2032,tp_std_deduction_mfj,18700.0
cbo_feb_2024,2033,tp_std_deduction_mfj,19100.0
cbo_feb_2024,2034,tp_std_deduction_mfj,19500.0
cbo_feb_2024,2021,tp_std_deduction_mfs,12550.0
cbo_feb_2024,2022,tp_std_deduction_mfs,12950.0
cbo_feb_2024,2023,tp_std_deduction_mfs,13850.0
cbo_feb_2024,2024,tp_std_deduction_mfs,14600.0
cbo_feb_2024,2025,tp_std_deduction_mfs,15050.0
cbo_feb_2024,2026,tp_std_deduction_mfs,8350.0
cbo_feb_2024,2027,tp_std_deduction_mfs,8500.0
cbo_feb_2024,2028,tp_std_deduction_mfs,8650.0
cbo_feb_2024,2029,tp_std_deduction_mfs,8850.0
cbo_feb_2024,2030,tp_std_deduction_mfs,9000.0
cbo_feb_2024,2031,tp_std_deduction_mfs,9200.0
cbo_feb_2024,2032,tp_std_deduction_mfs,9350.0
cbo_feb_2024,2033,tp_std_deduction_mfs,9550.0
cbo_feb_2024,2034,tp_std_deduction_mfs,9750.0
cbo_feb_2024,2021,tp_std_deduction_single,12550.0
cbo_feb_2024,2022,tp_std_deduction_single,12950.0
cbo_feb_2024,2023,tp_std_deduction_single,13850.0
cbo_feb_2024,2024,tp_std_deduction_single,14600.0
cbo_feb_2024,2025,tp_std_deduction_single,15050.0
cbo_feb_2024,2026,tp_std_deduction_single,8350.0
cbo_feb_2024,2027,tp_std_deduction_single,8500.0
cbo_feb_2024,2028,tp_std_deduction_single,8650.0
cbo_feb_2024,2029,tp_std_deduction_single,8850.0
cbo_feb_2024,2030,tp_std_deduction_single,9000.0
cbo_feb_2024,2031,tp_std_deduction_single,9200.0
cbo_feb_2024,2032,tp_std_deduction_single,9350.0
cbo_feb_2024,2033,tp_std_deduction_single,9550.0
cbo_feb_2024,2034,tp_std_deduction_single,9750.0
cbo_feb_2024,2024,tp_wedge_business,1.1
cbo_feb_2024,2025,tp_wedge_business,1.15
cbo_feb_2024,2026,tp_wedge_business,1.26
cbo_feb_2024,2027,tp_wedge_business,1.32
cbo_feb_2024,2028,tp_wedge_business,1.32
cbo_feb_2024,2029,tp_wedge_business,1.32
cbo_feb_2024,2030,tp_wedge_business,1.33
cbo_feb_2024,2031,tp_wedge_business,1.33
cbo_feb_2024,2032,tp_wedge_business,1.34
cbo_feb_2024,2033,tp_wedge_business,1.34
cbo_feb_2024,2034,tp_wedge_business,1.34
cbo_feb_2024,2024,tp_wedge_business_c_corp,1.23
cbo_feb_2024,2025,tp_wedge_business_c_corp,1.27
cbo_feb_2024,2026,tp_wedge_business_c_corp,1.32
cbo_feb_2024,2027,tp_wedge_business_c_corp,1.38
cbo_feb_2024,2028,tp_wedge_business_c_corp,1.38
cbo_feb_2024,2029,tp_wedge_business_c_corp,1.38
cbo_feb_2024,2030,tp_wedge_business_c_corp,1.39
cbo_feb_2024,2031,tp_wedge_business_c_corp,1.39
cbo_feb_2024,2032,tp_wedge_business_c_corp,1.4
cbo_feb_2024,2033,tp_wedge_business_c_corp,1.4
cbo_feb_2024,2034,tp_wedge_business_c_corp,1.4
cbo_feb_2024,2024,tp_wedge_business_debt,0.52
cbo_feb_2024,2025,tp_wedge_business_debt,0.55
cbo_feb_2024,2026,tp_wedge_business_debt,0.54
cbo_feb_2024,2027,tp_wedge_business_debt,0.6
cbo_feb_2024,2028,tp_wedge_business_debt,0.6
cbo_feb_2024,2029,tp_wedge_business_debt,0.6
cbo_feb_2024,2030,tp_wedge_business_debt,0.61
cbo_feb_2024,2031,tp_wedge_business_debt,0.61
cbo_feb_2024,2032,tp_wedge_business_debt,0.61
cbo_feb_2024,2033,tp_wedge_business_debt,0.61
cbo_feb_2024,2034,tp_wedge_business_debt,0.62
cbo_feb_2024,2024,tp_wedge_business_diff_asset_pairs,0.85
cbo_feb_2024,2025,tp_wedge_business_diff_asset_pairs,0.8
cbo_feb_2024,2026,tp_wedge_business_diff_asset_pairs,0.79
cbo_feb_2024,2027,tp_wedge_business_diff_asset_pairs,0.74
cbo_feb_2024,2028,tp_wedge_business_diff_asset_pairs,0.74
cbo_feb_2024,2029,tp_wedge_business_diff_asset_pairs,0.73
cbo_feb_2024,2030,tp_wedge_business_diff_asset_pairs,0.73
cbo_feb_2024,2031,tp_wedge_business_diff_asset_pairs,0.73
cbo_feb_2024,2032,tp_wedge_business_diff_asset_pairs,0.73
cbo_feb_2024,2033,tp_wedge_business_diff_asset_pairs,0.73
cbo_feb_2024,2034,tp_wedge_business_diff_asset_pairs,0.73
cbo_feb_2024,2024,tp_wedge_business_diff_financing,0.86
cbo_feb_2024,2025,tp_wedge_business_diff_financing,0.88
cbo_feb_2024,2026,tp_wedge_business_diff_financing,1.06
cbo_feb_2024,2027,tp_wedge_business_diff_financing,1.07
cbo_feb_2024,2028,tp_wedge_business_diff_financing,1.07
cbo_feb_2024,2029,tp_wedge_business_diff_financing,1.07
cbo_feb_2024,2030,tp_wedge_business_diff_financing,1.06
cbo_feb_2024,2031,tp_wedge_business_diff_financing,1.06
cbo_feb_2024,2032,tp_wedge_business_diff_financing,1.07
cbo_feb_2024,2033,tp_wedge_business_diff_financing,1.07
cbo_feb_2024,2034,tp_wedge_business_diff_financing,1.07
cbo_feb_2024,2024,tp_wedge_business_diff_industry_pairs,0.11
cbo_feb_2024,2025,tp_wedge_business_diff_industry_pairs,0.1
cbo_feb_2024,2026,tp_wedge_business_diff_industry_pairs,0.09
cbo_feb_2024,2027,tp_wedge_business_diff_industry_pairs,0.06
cbo_feb_2024,2028,tp_wedge_business_diff_industry_pairs,0.05
cbo_feb_2024,2029,tp_wedge_business_diff_industry_pairs,0.04
cbo_feb_2024,2030,tp_wedge_business_diff_industry_pairs,0.03
cbo_feb_2024,2031,tp_wedge_business_diff_industry_pairs,0.03
cbo_feb_2024,2032,tp_wedge_business_diff_industry_pairs,0.03
cbo_feb_2024,2033,tp_wedge_business_diff_industry_pairs,0.03
cbo_feb_2024,2034,tp_wedge_business_diff_industry_pairs,0.03
cbo_feb_2024,2024,tp_wedge_business_diff_legal_form,0.38
cbo_feb_2024,2025,tp_wedge_business_diff_legal_form,0.37
cbo_feb_2024,2026,tp_wedge_business_diff_legal_form,0.19
cbo_feb_2024,2027,tp_wedge_business_diff_legal_form,0.17
cbo_feb_2024,2028,tp_wedge_business_diff_legal_form,0.17
cbo_feb_2024,2029,tp_wedge_business_diff_legal_form,0.17
cbo_feb_2024,2030,tp_wedge_business_diff_legal_form,0.18
cbo_feb_2024,2031,tp_wedge_business_diff_legal_form,0.18
cbo_feb_2024,2032,tp_wedge_business_diff_legal_form,0.18
cbo_feb_2024,2033,tp_wedge_business_diff_legal_form,0.18
cbo_feb_2024,2034,tp_wedge_business_diff_legal_form,0.18
cbo_feb_2024,2024,tp_wedge_business_equity,1.38
cbo_feb_2024,2025,tp_wedge_business_equity,1.43
cbo_feb_2024,2026,tp_wedge_business_equity,1.6
cbo_feb_2024,2027,tp_wedge_business_equity,1.66
cbo_feb_2024,2028,tp_wedge_business_equity,1.66
cbo_feb_2024,2029,tp_wedge_business_equity,1.66
cbo_feb_2024,2030,tp_wedge_business_equity,1.67
cbo_feb_2024,2031,tp_wedge_business_equity,1.67
cbo_feb_2024,2032,tp_wedge_business_equity,1.68
cbo_feb_2024,2033,tp_wedge_business_equity,1.68
cbo_feb_2024,2034,tp_wedge_business_equity,1.68
cbo_feb_2024,2024,tp_wedge_business_passthrough,0.85
cbo_feb_2024,2025,tp_wedge_business_passthrough,0.9
cbo_feb_2024,2026,tp_wedge_business_passthrough,1.13
cbo_feb_2024,2027,tp_wedge_business_passthrough,1.21
cbo_feb_2024,2028,tp_wedge_business_passthrough,1.21
cbo_feb_2024,2029,tp_wedge_business_passthrough,1.21
cbo_feb_2024,2030,tp_wedge_business_passthrough,1.21
cbo_feb_2024,2031,tp_wedge_business_passthrough,1.21
cbo_feb_2024,2032,tp_wedge_business_passthrough,1.22
cbo_feb_2024,2033,tp_wedge_business_passthrough,1.21
cbo_feb_2024,2034,tp_wedge_business_passthrough,1.22
cbo_feb_2024,2024,tp_wedge_diff_housing_business,-0.99
cbo_feb_2024,2025,tp_wedge_diff_housing_business,-1.06
cbo_feb_2024,2026,tp_wedge_diff_housing_business,-1.68
cbo_feb_2024,2027,tp_wedge_diff_housing_business,-1.75
cbo_feb_2024,2028,tp_wedge_diff_housing_business,-1.76
cbo_feb_2024,2029,tp_wedge_diff_housing_business,-1.76
cbo_feb_2024,2030,tp_wedge_diff_housing_business,-1.77
cbo_feb_2024,2031,tp_wedge_diff_housing_business,-1.77
cbo_feb_2024,2032,tp_wedge_diff_housing_business,-1.78
cbo_feb_2024,2033,tp_wedge_diff_housing_business,-1.78
cbo_feb_2024,2034,tp_wedge_diff_housing_business,-1.79
cbo_feb_2024,2024,tp_wedge_diff_owner_renter,-1.33
cbo_feb_2024,2025,tp_wedge_diff_owner_renter,-1.35
cbo_feb_2024,2026,tp_wedge_diff_owner_renter,-1.93
cbo_feb_2024,2027,tp_wedge_diff_owner_renter,-1.94
cbo_feb_2024,2028,tp_wedge_diff_owner_renter,-1.94
cbo_feb_2024,2029,tp_wedge_diff_owner_renter,-1.94
cbo_feb_2024,2030,tp_wedge_diff_owner_renter,-1.94
cbo_feb_2024,2031,tp_wedge_diff_owner_renter,-1.94
cbo_feb_2024,2032,tp_wedge_diff_owner_renter,-1.95
cbo_feb_2024,2033,tp_wedge_diff_owner_renter,-1.95
cbo_feb_2024,2034,tp_wedge_diff_owner_renter,-1.96
cbo_feb_2024,2024,tp_wedge_housing,0.12
cbo_feb_2024,2024,tp_wedge_housing,0.12
cbo_feb_2024,2025,tp_wedge_housing,0.09
cbo_feb_2024,2025,tp_wedge_housing,0.09
cbo_feb_2024,2026,tp_wedge_housing,-0.42
cbo_feb_2024,2026,tp_wedge_housing,-0.42
cbo_feb_2024,2027,tp_wedge_housing,-0.43
cbo_feb_2024,2027,tp_wedge_housing,-0.43
cbo_feb_2024,2028,tp_wedge_housing,-0.44
cbo_feb_2024,2028,tp_wedge_housing,-0.44
cbo_feb_2024,2029,tp_wedge_housing,-0.44
cbo_feb_2024,2029,tp_wedge_housing,-0.44
cbo_feb_2024,2030,tp_wedge_housing,-0.44
cbo_feb_2024,2030,tp_wedge_housing,-0.44
cbo_feb_2024,2031,tp_wedge_housing,-0.44
cbo_feb_2024,2031,tp_wedge_housing,-0.44
cbo_feb_2024,2032,tp_wedge_housing,-0.45
cbo_feb_2024,2032,tp_wedge_housing,-0.45
cbo_feb_2024,2033,tp_wedge_housing,-0.45
cbo_feb_2024,2033,tp_wedge_housing,-0.45
cbo_feb_2024,2034,tp_wedge_housing,-0.45
cbo_feb_2024,2034,tp_wedge_housing,-0.45
cbo_feb_2024,2024,tp_wedge_housing_debt,0.34
cbo_feb_2024,2025,tp_wedge_housing_debt,0.27
cbo_feb_2024,2026,tp_wedge_housing_debt,-0.83
cbo_feb_2024,2027,tp_wedge_housing_debt,-0.86
cbo_feb_2024,2028,tp_wedge_housing_debt,-0.87
cbo_feb_2024,2029,tp_wedge_housing_debt,-0.88
cbo_feb_2024,2030,tp_wedge_housing_debt,-0.88
cbo_feb_2024,2031,tp_wedge_housing_debt,-0.88
cbo_feb_2024,2032,tp_wedge_housing_debt,-0.89
cbo_feb_2024,2033,tp_wedge_housing_debt,-0.89
cbo_feb_2024,2034,tp_wedge_housing_debt,-0.89
cbo_feb_2024,2024,tp_wedge_housing_diff_financing,-0.35
cbo_feb_2024,2025,tp_wedge_housing_diff_financing,-0.28
cbo_feb_2024,2026,tp_wedge_housing_diff_financing,0.64
cbo_feb_2024,2027,tp_wedge_housing_diff_financing,0.66
cbo_feb_2024,2028,tp_wedge_housing_diff_financing,0.68
cbo_feb_2024,2029,tp_wedge_housing_diff_financing,0.69
cbo_feb_2024,2030,tp_wedge_housing_diff_financing,0.68
cbo_feb_2024,2031,tp_wedge_housing_diff_financing,0.69
cbo_feb_2024,2032,tp_wedge_housing_diff_financing,0.7
cbo_feb_2024,2033,tp_wedge_housing_diff_financing,0.7
cbo_feb_2024,2034,tp_wedge_housing_diff_financing,0.7
cbo_feb_2024,2024,tp_wedge_housing_equity,-0.01
cbo_feb_2024,2025,tp_wedge_housing_equity,-0.01
cbo_feb_2024,2026,tp_wedge_housing_equity,-0.19
cbo_feb_2024,2027,tp_wedge_housing_equity,-0.19
cbo_feb_2024,2028,tp_wedge_housing_equity,-0.19
cbo_feb_2024,2029,tp_wedge_housing_equity,-0.19
cbo_feb_2024,2030,tp_wedge_housing_equity,-0.19
cbo_feb_2024,2031,tp_wedge_housing_equity,-0.19
cbo_feb_2024,2032,tp_wedge_housing_equity,-0.19
cbo_feb_2024,2033,tp_wedge_housing_equity,-0.19
cbo_feb_2024,2034,tp_wedge_housing_equity,-0.19
cbo_feb_2024,2024,tp_wedge_renter_structures,1.45
cbo_feb_2024,2025,tp_wedge_renter_structures,1.44
cbo_feb_2024,2026,tp_wedge_renter_structures,1.51
cbo_feb_2024,2027,tp_wedge_renter_structures,1.5
cbo_feb_2024,2028,tp_wedge_renter_structures,1.5
cbo_feb_2024,2029,tp_wedge_renter_structures,1.5
cbo_feb_2024,2030,tp_wedge_renter_structures,1.5
cbo_feb_2024,2031,tp_wedge_renter_structures,1.5
cbo_feb_2024,2032,tp_wedge_renter_structures,1.5
cbo_feb_2024,2033,tp_wedge_renter_structures,1.51
cbo_feb_2024,2034,tp_wedge_renter_structures,1.51
cbo_jan_2025,2022,tp_additional_deduction_mfj_mfs,1400.0
cbo_jan_2025,2023,tp_additional_deduction_mfj_mfs,1500.0
cbo_jan_2025,2024,tp_additional_deduction_mfj_mfs,1550.0
cbo_jan_2025,2025,tp_additional_deduction_mfj_mfs,1600.0
cbo_jan_2025,2026,tp_additional_deduction_mfj_mfs,1650.0
cbo_jan_2025,2027,tp_additional_deduction_mfj_mfs,1650.0
cbo_jan_2025,2028,tp_additional_deduction_mfj_mfs,1700.0
cbo_jan_2025,2029,tp_additional_deduction_mfj_mfs,1750.0
cbo_jan_2025,2030,tp_additional_deduction_mfj_mfs,1800.0
cbo_jan_2025,2031,tp_additional_deduction_mfj_mfs,1800.0
cbo_jan_2025,2032,tp_additional_deduction_mfj_mfs,1850.0
cbo_jan_2025,2033,tp_additional_deduction_mfj_mfs,1900.0
cbo_jan_2025,2034,tp_additional_deduction_mfj_mfs,1900.0
cbo_jan_2025,2035,tp_additional_deduction_mfj_mfs,1950.0
cbo_jan_2025,2022,tp_additional_deduction_single_hoh,1750.0
cbo_jan_2025,2023,tp_additional_deduction_single_hoh,1850.0
cbo_jan_2025,2024,tp_additional_deduction_single_hoh,1950.0
cbo_jan_2025,2025,tp_additional_deduction_single_hoh,2000.0
cbo_jan_2025,2026,tp_additional_deduction_single_hoh,2050.0
cbo_jan_2025,2027,tp_additional_deduction_single_hoh,2100.0
cbo_jan_2025,2028,tp_additional_deduction_single_hoh,2150.0
cbo_jan_2025,2029,tp_additional_deduction_single_hoh,2200.0
cbo_jan_2025,2030,tp_additional_deduction_single_hoh,2250.0
cbo_jan_2025,2031,tp_additional_deduction_single_hoh,2250.0
cbo_jan_2025,2032,tp_additional_deduction_single_hoh,2300.0
cbo_jan_2025,2033,tp_additional_deduction_single_hoh,2350.0
cbo_jan_2025,2034,tp_additional_deduction_single_hoh,2400.0
cbo_jan_2025,2035,tp_additional_deduction_single_hoh,2450.0
cbo_jan_2025,2022,tp_amt_bracket_2_hoh,206100.0
cbo_jan_2025,2023,tp_amt_bracket_2_hoh,220700.0
cbo_jan_2025,2024,tp_amt_bracket_2_hoh,232600.0
cbo_jan_2025,2025,tp_amt_bracket_2_hoh,239100.0
cbo_jan_2025,2026,tp_amt_bracket_2_hoh,244000.0
cbo_jan_2025,2027,tp_amt_bracket_2_hoh,249200.0
cbo_jan_2025,2028,tp_amt_bracket_2_hoh,254200.0
cbo_jan_2025,2029,tp_amt_bracket_2_hoh,259300.0
cbo_jan_2025,2030,tp_amt_bracket_2_hoh,264400.0
cbo_jan_2025,2031,tp_amt_bracket_2_hoh,269600.0
cbo_jan_2025,2032,tp_amt_bracket_2_hoh,274900.0
cbo_jan_2025,2033,tp_amt_bracket_2_hoh,280400.0
cbo_jan_2025,2034,tp_amt_bracket_2_hoh,286000.0
cbo_jan_2025,2035,tp_amt_bracket_2_hoh,291700.0
cbo_jan_2025,2022,tp_amt_bracket_2_mfj,206100.0
cbo_jan_2025,2023,tp_amt_bracket_2_mfj,220700.0
cbo_jan_2025,2024,tp_amt_bracket_2_mfj,232600.0
cbo_jan_2025,2025,tp_amt_bracket_2_mfj,239100.0
cbo_jan_2025,2026,tp_amt_bracket_2_mfj,244000.0
cbo_jan_2025,2027,tp_amt_bracket_2_mfj,249200.0
cbo_jan_2025,2028,tp_amt_bracket_2_mfj,254200.0
